[1209/152109.705:ERROR:viz_main_impl.cc(162)] Exiting GPU process due to errors during initialization
[1209/152109.847:ERROR:viz_main_impl.cc(162)] Exiting GPU process due to errors during initialization
[1209/152109.978:ERROR:gpu_init.cc(441)] Passthrough is not supported, GL is disabled
[1209/162127.756:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162127.803:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.723:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.769:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.790:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.832:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.894:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.923:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.972:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162128.990:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.034:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.058:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.090:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.157:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.923:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.965:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162129.989:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.028:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.057:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.090:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.136:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.157:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.169:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162130.988:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.025:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.055:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.102:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.165:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.189:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.228:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.656:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.695:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.721:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.758:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.789:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.836:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.858:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162131.882:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.031:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.600:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.623:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.662:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.689:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162133.697:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.737:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.757:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.798:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.860:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.889:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.924:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162134.956:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.000:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.023:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.062:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.074:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.089:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.263:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.290:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.327:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.404:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.423:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.467:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.490:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.530:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.594:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.622:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.656:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.674:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.704:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.857:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.889:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.937:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162135.956:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.000:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.023:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.127:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.156:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.190:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.210:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.238:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.394:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.423:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.471:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.490:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.535:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.770:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.833:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.850:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.855:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162136.896:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.036:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.056:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.099:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.191:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.223:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.290:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.330:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.356:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.393:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.423:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.892:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.923:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.970:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162137.990:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.034:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.056:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.096:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.158:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.189:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.236:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.256:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.299:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.323:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.360:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.389:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.423:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.471:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.490:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.533:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.596:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.623:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.657:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.690:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.736:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.856:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.892:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.924:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162138.956:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.002:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.023:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.065:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.090:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.157:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.204:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.223:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.268:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.289:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.329:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.357:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.390:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.437:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.457:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.490:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.530:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.594:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.622:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.669:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.690:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.723:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.763:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.824:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.856:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.903:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.923:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.965:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162139.989:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.028:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.057:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.090:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.123:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.166:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162140.399:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162142.058:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162142.145:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.034:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.456:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.504:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.523:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.556:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162157.598:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
[1209/162158.023:INFO:CONSOLE(31)] "Uncaught ReferenceError: image is not defined", source: file:///C:/Users/chani/OneDrive/Desktop/Website/script.js (31)
